"timepoint_x","perturbation_x","m_severity_x","cell_group","log_abund_x","log_abund_se_x","log_abund_sd_x","timepoint_y","perturbation_y","m_severity_y","log_abund_y","log_abund_se_y","log_abund_sd_y","delta_log_abund","delta_log_abund_se","delta_p_value","delta_q_value","power","mdfc","timepoint","m_severity","x_perturbation","y_perturbation"
36,"ctrl-inj","not_severe","hindbrain, glutamatergic neuron",4.01426371159631,0.0527453519643204,0.321425197742698,36,"lmx1ba;lmx1bb","not_severe",4.03783717752532,0.0670051798246464,0.321425197742698,0.0235734659290046,0.0852746520202413,0.782577135806849,0.869530150896498,0.0587996162395912,1.03426016270374,36,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","not_severe","hindbrain, glutamatergic neuron (lhx9+)",2.4783060647509,0.0906758612358221,0.321425197742698,36,"lmx1ba;lmx1bb","not_severe",2.29418112777007,0.136882735467571,0.321425197742698,-0.184124936980823,0.164191945843708,0.263851720457555,0.439752867429258,0.201887437156905,1.20288963999262,36,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","not_severe","hindbrain, marginal zone",0.140786723136747,0.118758084088615,0.321425197742698,36,"lmx1ba;lmx1bb","not_severe",0.900974803774737,0.195663234728224,0.321425197742698,0.76018808063799,0.22888334137877,0.00111749634370494,0.00558748171852469,0.913294809745305,2.13867862550118,36,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","not_severe","hindbrain, marginal zone, (ebf3a+)",2.44281106247302,0.0933974362569154,0.321425197742698,36,"lmx1ba;lmx1bb","not_severe",2.84456368235267,0.111619749327188,0.321425197742698,0.401752619879653,0.145540542596312,0.00646944040321115,0.0215648013440372,0.788277052889233,1.49444247583496,36,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","not_severe","lateral hindbrain, glutamatergic neuron",1.37804595682455,0.104047830698755,0.321425197742698,36,"lmx1ba;lmx1bb","not_severe",2.0311742477875,0.267939613756986,0.321425197742698,0.653128290962953,0.287432753341298,0.0244444557704871,0.0611111394262179,0.622612169020915,1.92155939733548,36,"not_severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","severe","hindbrain (lhx9+, barhl1b+)",1.3487441403804,0.181520580249004,0.321425197742698,36,"lmx1ba;lmx1bb","severe",1.94418520392814,0.100238223059566,0.321425197742698,0.595441063547736,0.207358198333402,0.00465652761827588,0.0155217587275863,0.819009402742892,1.81383175091077,36,"severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","severe","hindbrain and spinal cord, glycinergic and gabaergic neuron",3.04877108653919,0.0600287484901934,0.321425197742698,36,"lmx1ba;lmx1bb","severe",3.1451286686883,0.0469130609454853,0.321425197742698,0.0963575821491092,0.0761858643881772,0.207852163493549,0.296931662133641,0.244097264339824,1.10132145513129,36,"severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","severe","hindbrain and spinal cord, glycinergic and gabaergic neuron (mecom+, chrm2a+)",-0.532197052144089,0.165639435345235,0.321425197742698,36,"lmx1ba;lmx1bb","severe",0.275935065645005,0.097076950922858,0.321425197742698,0.808132117789094,0.191990512635305,4.32636859741089e-05,0.000432636859741089,0.987752194193223,2.24371308300356,36,"severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","severe","hindbrain, (lmx1ba+, lmx1bb+)",2.0595130381298,0.127452887878273,0.321425197742698,36,"lmx1ba;lmx1bb","severe",1.5920415382255,0.056009322455306,0.321425197742698,-0.467471499904299,0.139216675834521,0.000988383214074983,0.00494191607037491,0.918929407157195,1.59595379575538,36,"severe","ctrl-inj","lmx1ba;lmx1bb"
36,"ctrl-inj","severe","hindbrain, gabaergic and glutamatergic neuron, eye",2.7157559666075,0.0611203951288204,0.321425197742698,36,"lmx1ba;lmx1bb","severe",2.55831783651092,0.0423986723255935,0.321425197742698,-0.157438130096578,0.0743864914865339,0.0359004893473928,0.0706507714267783,0.562212940097156,1.17051338816525,36,"severe","ctrl-inj","lmx1ba;lmx1bb"
